23:28:33.13 | INFO | ################## itr_num: 999 ###################
23:28:33.13 | INFO | ------------------ Instance Details ------------------
23:28:33.13 | INFO | instance_num1: 0
23:28:33.13 | INFO | label: 0
23:28:33.13 | INFO | pred: 0
23:28:33.13 | INFO | correct: True
23:28:33.13 | INFO | max class score: 20.0
23:28:33.13 | INFO | all class scores: {0: 20.0, 1: 15.0, 2: 17.0}
23:28:33.13 | INFO | -----------Sub-Problem Details-----------
23:28:33.13 | INFO | A solution found
23:28:33.13 | INFO | x_ins: [0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0]
23:28:33.13 | INFO | x_adv: [1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0]
23:28:33.13 | INFO | flips: 3
23:28:33.13 | INFO | x_ins_pred: 0
23:28:33.13 | INFO | x_ins_pred score_dict: {0: 20.0, 1: 15.0, 2: 17.0}
23:28:33.13 | INFO | x_adv_pred: 2
23:28:33.13 | INFO | x_adv_pred score_dict: {0: 17.0, 1: 16.0, 2: 20.0}
23:28:33.13 | INFO | label wpos ls: [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
23:28:33.13 | INFO | label wneg ls: [1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]
23:28:33.13 | INFO | label bias: 22.0
23:28:33.13 | INFO | adv wpos ls: [1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]
23:28:33.13 | INFO | adv wneg ls: [0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1]
23:28:33.13 | INFO | adv bias: 16.0
23:28:33.13 | INFO | label+adv w+b: [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]|[1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]|22.0|[1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0]|[0, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1]|16.0
23:28:33.13 | INFO | q01: [1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]
23:28:33.13 | INFO | q10: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
23:28:33.13 | INFO | Solution does change prediction
23:28:33.13 | INFO | adv_count (incremented): 1
23:28:33.13 | INFO | ################## itr_num: 999 ###################
23:28:33.13 | INFO | ------------------ Instance Details ------------------
23:28:33.13 | INFO | instance_num1: 1
23:28:33.13 | INFO | label: 0
23:28:33.13 | INFO | pred: 0
23:28:33.13 | INFO | correct: True
23:28:33.13 | INFO | max class score: 22.0
23:28:33.13 | INFO | all class scores: {0: 22.0, 1: 15.0, 2: 15.0}
23:28:33.14 | INFO | -----------Sub-Problem Details-----------
23:28:33.14 | INFO | A solution found
23:28:33.14 | INFO | x_ins: [0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]
23:28:33.14 | INFO | x_adv: [1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0]
23:28:33.14 | INFO | flips: 4
23:28:33.14 | INFO | x_ins_pred: 0
23:28:33.14 | INFO | x_ins_pred score_dict: {0: 22.0, 1: 15.0, 2: 15.0}
23:28:33.14 | INFO | x_adv_pred: 0
23:28:33.14 | INFO | x_adv_pred score_dict: {0: 19.0, 1: 15.0, 2: 19.0}
23:28:33.14 | INFO | label wpos ls: [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
23:28:33.14 | INFO | label wneg ls: [1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]
23:28:33.14 | INFO | label bias: 22.0
23:28:33.14 | INFO | adv wpos ls: [0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0]
23:28:33.14 | INFO | adv wneg ls: [1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1]
23:28:33.14 | INFO | adv bias: 22.0
